venta_id,fecha_venta,sucursal,ciudad,region,plataforma,videojuego,categoria,precio,unidades,metodo_pago,satisfaccion,comentarios,codigo_interno,usuario_captura
VJ-00300,2026-03-19,Sucursal Sur,ciudad de mexico,Centro,xbox,FIFA,Acción,0,1,,Baja ,revisar captura,INT-9213,usuario_tmp
VJ-00137,2026-06-23,Sucursal Norte,Guadalajara,occidente, XBOX ,Pokemon,Deportes,799,1,,Media,sin comentario,INT-9775,capturista1
VJ-00553,2026-01-23,Sucursal Sur,monterrey ,norte , pc ,Mario Kart,Accion,0,1,Transferencia,MEDIA,sin comentario,INT-9441,capturista1
VJ-00335,2026-05-07,Sucursal Norte,CDMX,Occidente,Nintendo,Halo,Aventura,,3,efectivo ,Alta,promoción,INT-9427,usuario_tmp
VJ-00153,2026-04-16,SUCURSAL CENTRO,GUADALAJARA,Occidente,PLAYSTATION,Call of Duty, aventura ,999,4,Tarjeta,,,INT-8464,admin
VJ-00441,2026-04-07,Sucursal Centro, Ciudad de México ,norte ,PlayStation,God of War,Deportes,1499,2, transferencia ,Media,cliente frecuente,INT-2122,capturista1
VJ-00671,2026-01-15,Sucursal Centro,Monterrey, centro , nintendo ,God of War,Deportes,,2,efectivo ,muy alta,promoción,INT-9825,capturista2
VJ-00492,2026-01-25,SUCURSAL CENTRO,GUADALAJARA,Centro, playstation ,Call of Duty,Deportes,1499,2,Tarjeta,,promoción,INT-6562,capturista2
VJ-00127,2026-03-28,Sucursal Sur,Guadalajara, centro , pc ,Zelda, aventura ,1499,1,Tarjeta,alta ,revisar captura,INT-8182,usuario_tmp
VJ-00315,2026-01-31,Sucursal Centro,Monterrey,Centro,xbox,Zelda,ACCION,1499,2,tarjeta,muy alta,revisar captura,INT-3554,usuario_tmp
VJ-00342,2026-02-03,SUCURSAL CENTRO,ciudad de mexico,CENTRO,Nintendo,Call of Duty,Estrategia,,2,tarjeta,Muy Alta,sin comentario,INT-2794,admin
VJ-00539,2026-04-23,Sucursal Sur,CDMX, centro , playstation ,Spider-Man,Aventura,599,2,,Alta,,INT-3499,usuario_tmp
VJ-00428,2026-04-18,Sucursal Sur,monterrey ,Occidente,PC,Spider-Man,Aventura,1199,3, transferencia ,Muy Alta,promoción,INT-9935,capturista1
VJ-00054,,sucursal centro ,GUADALAJARA,Norte, pc ,Fortnite,DEPORTES,799,2, transferencia ,Muy Alta,cliente frecuente,INT-8054,usuario_tmp
VJ-00565,2026-04-09,sucursal norte,CDMX,Occidente,NINTENDO,Zelda,ACCION,,2, transferencia ,Media,revisar captura,INT-2843,capturista2
VJ-00405,2026-04-10,SUCURSAL CENTRO,CIUDAD DE MÉXICO,Norte,PLAYSTATION,God of War,Acción,599,, transferencia ,Alta,cliente frecuente,INT-2808,capturista1
VJ-00280,2026-03-22,SUCURSAL CENTRO,GUADALAJARA,CENTRO,Xbox,Fortnite,estrategia ,599,1,Transferencia,,cliente frecuente,INT-6721,capturista2
VJ-00217,2026-06-06,Sucursal Centro,Monterrey,Norte, playstation ,Zelda,Aventura,1199,,tarjeta,,sin comentario,INT-5119,admin
VJ-00589,,Sucursal Sur,GUADALAJARA,occidente, nintendo ,Halo,DEPORTES,599,1, transferencia ,baja,promoción,INT-1889,capturista2
VJ-00616,2026-06-18,SUCURSAL CENTRO,Guadalajara,norte , pc ,God of War, aventura ,,,Transferencia,Alta,revisar captura,INT-4217,capturista1
VJ-00577,2026-03-02,Sucursal Norte,GUADALAJARA,Occidente,NINTENDO,Minecraft,Accion,1499,2,TARJETA,Media,,INT-3258,usuario_tmp
VJ-00019,2026-06-13,SUCURSAL CENTRO, Ciudad de México ,Centro,PC,Zelda,DEPORTES,999,3, transferencia ,,promoción,INT-9335,admin
VJ-00222,2026-02-04,Sucursal Centro,Monterrey,Occidente, XBOX ,Minecraft,Accion,1199,1,Transferencia,Muy Alta,cliente frecuente,INT-4525,usuario_tmp
VJ-00424,2026-01-13,SUCURSAL CENTRO,Guadalajara,Occidente,NINTENDO,Spider-Man,Deportes,599,1, transferencia ,baja,revisar captura,INT-3178,admin
VJ-00289,2026-01-26,Sucursal Sur,Monterrey,Norte,PLAYSTATION,Spider-Man, aventura ,999,2,Transferencia,Media,cliente frecuente,INT-6755,admin
VJ-00410,2026-02-11,Sucursal Centro,monterrey ,Norte,PC,Halo,Accion,799,4,tarjeta,,revisar captura,INT-7710,capturista2
VJ-00327,2026-05-03,Sucursal Norte,CIUDAD DE MÉXICO,Norte, playstation ,Pokemon,Estrategia,1799,2,Transferencia,,revisar captura,INT-1914,admin
VJ-00149,2026-06-29,sucursal centro ,Monterrey,Centro,NINTENDO,God of War,Accion,599,1,Efectivo,MEDIA,sin comentario,INT-9959,capturista2
VJ-00660,2026-01-10,sucursal norte,Guadalajara, centro ,PLAYSTATION,FIFA,Deportes,1499,2,TARJETA,MEDIA,sin comentario,INT-3100,capturista1
VJ-00585,2026-02-21,Sucursal Centro, Ciudad de México ,Centro, pc ,Pokemon,estrategia ,799,4,,Muy Alta,revisar captura,INT-9248,admin
VJ-00516,2026-06-02,SUCURSAL CENTRO,Guadalajara,Centro,PlayStation,God of War,estrategia ,1199,2,Efectivo,baja,cliente frecuente,INT-2209,capturista2
VJ-00159,2026-06-05,Sucursal Norte, Ciudad de México ,occidente,PlayStation,Fortnite, aventura ,0,1, transferencia ,,cliente frecuente,INT-9945,capturista2
VJ-00045,2026-03-06,Sucursal Norte,CDMX,Centro,xbox,Mario Kart,DEPORTES,599,2,tarjeta,muy alta,cliente frecuente,INT-5110,usuario_tmp
VJ-00386,2026-01-15,sucursal centro ,CIUDAD DE MÉXICO,,Nintendo,Mario Kart,Aventura,1199,1,TARJETA,,sin comentario,INT-5102,capturista1
VJ-00320,2026-01-19,sucursal centro , Ciudad de México ,Norte,PlayStation,Call of Duty,Acción,1499,1,,Muy Alta,cliente frecuente,INT-4939,capturista2
VJ-00362,2026-03-08,Sucursal Norte, Ciudad de México ,Centro,PLAYSTATION,Spider-Man,Estrategia,,3,Tarjeta,Baja ,cliente frecuente,INT-4413,capturista1
VJ-00163,2026-05-01,Sucursal Sur,GUADALAJARA,CENTRO,PlayStation,Pokemon,Deportes,599,4,Efectivo,MEDIA,promoción,INT-4779,admin
VJ-00626,2026-01-09,sucursal norte,monterrey ,Centro,PLAYSTATION,Call of Duty,Accion,,2,Transferencia,muy alta,cliente frecuente,INT-6700,usuario_tmp
VJ-00493,2026-05-01,Sucursal Norte,monterrey ,CENTRO,Xbox,FIFA,Aventura,0,4, transferencia ,Alta,,INT-7805,capturista1
VJ-00597,2026-01-01,Sucursal Sur,Guadalajara, centro ,Xbox,Zelda,Aventura,,3,Efectivo,Baja ,,INT-2912,capturista2
VJ-00091,2026-01-24,sucursal norte,ciudad de mexico,CENTRO,Nintendo,God of War,estrategia ,1799,1,Tarjeta,muy alta,promoción,INT-5861,capturista2
VJ-00328,2026-06-27,sucursal norte,Monterrey,occidente,PLAYSTATION,Pokemon,estrategia ,,2,Efectivo,baja,sin comentario,INT-1416,usuario_tmp
VJ-00498,2026-06-11,Sucursal Centro,monterrey ,Norte, nintendo ,Spider-Man,Accion,599,4,TARJETA,,,INT-3504,admin
VJ-00139,2026-03-30,Sucursal Centro,Monterrey,Centro, pc ,Spider-Man, aventura ,1199,1,,Media,,INT-7257,capturista2
VJ-00226,2026-03-14,Sucursal Norte,ciudad de mexico,norte , playstation ,Pokemon,Accion,0,3,Tarjeta,Alta,sin comentario,INT-3595,capturista2
VJ-00358,2026-02-26,Sucursal Sur,Monterrey,Occidente,PC,FIFA,DEPORTES,1199,1, transferencia ,,promoción,INT-6886,capturista2
VJ-00003,2026-04-05,sucursal norte, Ciudad de México ,norte ,PC,Halo,estrategia ,1799,1,tarjeta,muy alta,sin comentario,INT-4678,capturista1
VJ-00647,2026-03-14,Sucursal Sur,ciudad de mexico, centro ,xbox,FIFA,Acción,999,1,Efectivo,,sin comentario,INT-1284,usuario_tmp
VJ-00114,2026-06-24,sucursal centro ,ciudad de mexico,Occidente,Xbox,God of War,Aventura,1199,,Efectivo,Alta,promoción,INT-8313,usuario_tmp
VJ-00261,2026-02-16,sucursal norte,ciudad de mexico,norte ,Nintendo,Halo,DEPORTES,1199,1, transferencia ,Muy Alta,cliente frecuente,INT-7316,admin
VJ-00053,2026-05-28,sucursal norte,Monterrey,occidente, nintendo ,Halo, aventura ,1499,2,Tarjeta,muy alta,revisar captura,INT-6062,capturista2
VJ-00298,2026-01-18,Sucursal Centro,Monterrey,norte ,NINTENDO,Fortnite,estrategia ,599,2,tarjeta,baja,cliente frecuente,INT-6754,capturista1
VJ-00604,2026-06-15,Sucursal Norte,Guadalajara,Occidente, playstation ,Halo,Acción,999,1,,Alta,revisar captura,INT-3605,admin
VJ-00621,2026-02-16,SUCURSAL CENTRO,Monterrey, centro ,Xbox,Fortnite,Aventura,1799,1,,baja,sin comentario,INT-8813,usuario_tmp
VJ-00272,2026-01-15,sucursal centro ,CIUDAD DE MÉXICO,CENTRO,PlayStation,Zelda,DEPORTES,0,3,Tarjeta,alta ,cliente frecuente,INT-2911,admin
VJ-00673,2026-06-18,Sucursal Sur,Monterrey,CENTRO,Nintendo,Spider-Man,Estrategia,0,2,Tarjeta,Baja ,cliente frecuente,INT-8819,admin
VJ-00282,2026-02-11,Sucursal Centro,ciudad de mexico, centro ,xbox,Mario Kart,ACCION,599,4,,alta ,,INT-7029,admin
VJ-00584,2026-03-06,Sucursal Centro,ciudad de mexico,norte ,xbox,Fortnite,DEPORTES,799,1,efectivo ,muy alta,,INT-3163,capturista2
VJ-00259,2026-06-11,Sucursal Norte,ciudad de mexico, centro ,Nintendo,God of War,DEPORTES,799,3,Tarjeta,Baja ,,INT-2971,capturista1
VJ-00490,2026-05-11,sucursal norte,GUADALAJARA,Occidente,xbox,Halo,Aventura,0,1,tarjeta,muy alta,revisar captura,INT-9876,capturista1
VJ-00383,,SUCURSAL CENTRO,ciudad de mexico,norte , nintendo ,Pokemon, aventura ,1199,2,Transferencia,alta ,,INT-3077,usuario_tmp
VJ-00194,2026-03-21,Sucursal Sur,CDMX,CENTRO, XBOX ,Fortnite,ACCION,799,4, transferencia ,baja,revisar captura,INT-4522,usuario_tmp
VJ-00342,2026-02-03,SUCURSAL CENTRO,ciudad de mexico,CENTRO,Nintendo,Call of Duty,Estrategia,,2,tarjeta,Muy Alta,sin comentario,INT-2794,admin
VJ-00366,2026-04-17,Sucursal Norte,CDMX,occidente, pc ,Minecraft,Estrategia,599,1,,Muy Alta,promoción,INT-7887,admin
VJ-00504,2026-06-28,SUCURSAL CENTRO,Monterrey,Centro,NINTENDO,Minecraft,Deportes,,3,tarjeta,MEDIA,revisar captura,INT-5176,capturista1
VJ-00566,2026-06-24,Sucursal Sur,GUADALAJARA, centro ,NINTENDO,Mario Kart,ACCION,799,3,Tarjeta,Alta,revisar captura,INT-3452,capturista2
VJ-00434,2026-03-06,SUCURSAL CENTRO, Ciudad de México ,CENTRO, XBOX ,Zelda,ACCION,1799,1,Tarjeta,,sin comentario,INT-9181,capturista1
VJ-00457,2026-01-13,SUCURSAL CENTRO,CDMX,CENTRO,NINTENDO,God of War,estrategia ,,1, transferencia ,Media,revisar captura,INT-2720,usuario_tmp
VJ-00118,2026-05-08,Sucursal Norte,CDMX,CENTRO,Xbox,Pokemon,DEPORTES,0,1, transferencia ,Muy Alta,promoción,INT-8188,capturista2
VJ-00152,2026-02-25,SUCURSAL CENTRO,Monterrey,Centro, XBOX ,Fortnite,estrategia ,1799,4, transferencia ,MEDIA,revisar captura,INT-7360,admin
VJ-00675,2026-03-13,sucursal norte,monterrey ,, playstation ,Spider-Man,Aventura,1499,2,Transferencia,Baja ,promoción,INT-6768,capturista1
VJ-00512,2026-05-30,Sucursal Centro,monterrey ,CENTRO,xbox,Call of Duty, aventura ,0,1,,MEDIA,cliente frecuente,INT-8894,capturista1
VJ-00655,2026-04-23,Sucursal Norte,CDMX,Occidente,PLAYSTATION,FIFA,estrategia ,0,1,Tarjeta,MEDIA,revisar captura,INT-4740,admin
VJ-00363,2026-01-30,Sucursal Norte,GUADALAJARA,Norte,PLAYSTATION,Mario Kart,Acción,,2,TARJETA,MEDIA,revisar captura,INT-6396,admin
VJ-00466,2026-02-04,SUCURSAL CENTRO,Monterrey,Occidente, nintendo ,Spider-Man,estrategia ,0,2,Transferencia,Muy Alta,revisar captura,INT-3998,capturista2
VJ-00099,2026-03-12,sucursal norte,Monterrey,Centro, XBOX ,Minecraft,Accion,,4, transferencia ,Media,cliente frecuente,INT-1751,usuario_tmp
VJ-00454,2026-05-18,Sucursal Sur,monterrey , centro ,xbox,Spider-Man,Estrategia,1799,3,Transferencia,,,INT-4906,usuario_tmp
VJ-00552,2026-03-04,sucursal centro ,GUADALAJARA, centro , playstation ,Fortnite,Estrategia,799,4, transferencia ,Muy Alta,promoción,INT-5386,capturista1
VJ-00652,,SUCURSAL CENTRO,Monterrey,Centro, playstation ,Mario Kart,Acción,,3,tarjeta,Alta,cliente frecuente,INT-5669,admin
VJ-00275,2026-04-27,Sucursal Centro,CIUDAD DE MÉXICO,CENTRO,Nintendo,Minecraft,Acción,0,2,,MEDIA,promoción,INT-2290,capturista1
VJ-00472,2026-06-11,Sucursal Sur,ciudad de mexico,occidente,PlayStation,Zelda,Deportes,599,4,,alta ,promoción,INT-5231,usuario_tmp
VJ-00611,2026-02-12,Sucursal Norte,CDMX,Occidente,xbox,Minecraft,Estrategia,999,1, transferencia ,baja,cliente frecuente,INT-5317,capturista2
VJ-00385,2026-04-20,sucursal centro ,CDMX,Centro,Xbox,Fortnite, aventura ,,4,tarjeta,muy alta,,INT-2283,usuario_tmp
VJ-00497,2026-04-06,SUCURSAL CENTRO,Guadalajara, centro ,PlayStation,Halo,Deportes,1799,3,Tarjeta,alta ,sin comentario,INT-4671,capturista1
VJ-00494,2026-05-07,Sucursal Sur,GUADALAJARA,norte , pc ,Fortnite,Deportes,1499,3, transferencia ,baja,cliente frecuente,INT-9188,usuario_tmp
VJ-00207,2026-03-06,sucursal centro ,GUADALAJARA,CENTRO,NINTENDO,Zelda,ACCION,0,4,TARJETA,baja,sin comentario,INT-4196,capturista2
VJ-00185,2026-04-29,SUCURSAL CENTRO,ciudad de mexico,Centro,Xbox,Fortnite,estrategia ,1199,2,Tarjeta,Baja ,cliente frecuente,INT-4537,capturista2
VJ-00043,2026-05-07,Sucursal Sur,Monterrey,CENTRO,xbox,Pokemon,Acción,799,4,tarjeta,Muy Alta,cliente frecuente,INT-3943,capturista2
VJ-00456,2026-04-12,sucursal norte,CDMX,Occidente, nintendo ,Fortnite,Aventura,599,4,efectivo ,Baja ,sin comentario,INT-2398,capturista1
VJ-00278,2026-02-25,Sucursal Norte,CDMX,CENTRO,Nintendo,Minecraft,Aventura,,1,Efectivo,MEDIA,sin comentario,INT-2335,usuario_tmp
VJ-00518,2026-05-01,Sucursal Norte,GUADALAJARA,occidente, pc ,Call of Duty,Deportes,799,1,TARJETA,alta ,promoción,INT-2833,capturista1
VJ-00304,2026-01-24,Sucursal Sur,monterrey ,occidente, nintendo ,Mario Kart,DEPORTES,999,4, transferencia ,Media,revisar captura,INT-8792,capturista2
VJ-00534,2026-04-23,sucursal norte,CDMX,CENTRO,PlayStation,Minecraft,DEPORTES,999,1,TARJETA,muy alta,promoción,INT-4280,capturista2
VJ-00070,2026-01-14,sucursal centro ,monterrey ,Centro, nintendo ,Spider-Man,Accion,1199,1, transferencia ,Muy Alta,sin comentario,INT-6007,usuario_tmp
VJ-00085,2026-04-10,sucursal norte,Guadalajara,norte ,PlayStation,God of War,ACCION,,1,Efectivo,,promoción,INT-7895,usuario_tmp
VJ-00402,2026-02-15,Sucursal Centro,CIUDAD DE MÉXICO,occidente,xbox,Fortnite, aventura ,,3,tarjeta,baja,promoción,INT-1393,admin
VJ-00007,2026-01-31,Sucursal Sur,CDMX,occidente,NINTENDO,FIFA,estrategia ,599,2,Tarjeta,MEDIA,revisar captura,INT-5762,admin
VJ-00285,2026-04-18,sucursal centro ,Monterrey,occidente, XBOX ,Halo,Aventura,599,1,,,revisar captura,INT-3574,admin
VJ-00413,2026-01-11,SUCURSAL CENTRO,GUADALAJARA,Norte,Xbox,Mario Kart,DEPORTES,999,1,efectivo ,Media,cliente frecuente,INT-7396,admin
VJ-00622,2026-04-12,sucursal centro ,Guadalajara,Centro,PlayStation,Halo,estrategia ,599,1,Efectivo,alta ,cliente frecuente,INT-3019,admin
VJ-00205,2026-04-21,Sucursal Centro, Ciudad de México ,CENTRO,NINTENDO,God of War,ACCION,999,4,efectivo ,MEDIA,promoción,INT-7767,usuario_tmp
VJ-00470,2026-04-17,sucursal norte,monterrey ,occidente,Xbox,God of War,Aventura,1499,2, transferencia ,Muy Alta,sin comentario,INT-5343,capturista2
VJ-00345,2026-01-28,Sucursal Sur,Guadalajara, centro ,Nintendo,Mario Kart,estrategia ,1199,3,Tarjeta,,revisar captura,INT-9054,usuario_tmp
VJ-00067,2026-04-30,Sucursal Sur,Guadalajara,Norte,NINTENDO,Mario Kart,DEPORTES,,2, transferencia ,Muy Alta,cliente frecuente,INT-2952,admin
VJ-00268,2026-06-17,Sucursal Norte,ciudad de mexico, centro ,Xbox,FIFA,Deportes,0,,Efectivo,muy alta,cliente frecuente,INT-8847,capturista1
VJ-00513,2026-02-07,SUCURSAL CENTRO,Monterrey,Centro,PlayStation,Mario Kart,Estrategia,799,2, transferencia ,Muy Alta,promoción,INT-5358,usuario_tmp
VJ-00294,,sucursal centro ,Monterrey, centro , playstation ,Fortnite,Aventura,,2,Tarjeta,baja,cliente frecuente,INT-4079,admin
VJ-00182,2026-01-23,sucursal centro ,Guadalajara,Norte,Xbox,Fortnite, aventura ,599,1,efectivo ,Baja ,revisar captura,INT-4301,capturista1
VJ-00663,2026-03-23,sucursal centro ,Monterrey,Norte,Nintendo,Spider-Man, aventura ,999,1,tarjeta,Alta,sin comentario,INT-2659,capturista1
VJ-00496,2026-01-20,sucursal centro , Ciudad de México ,CENTRO,Nintendo,Fortnite,Aventura,1199,1,,Baja ,,INT-9589,usuario_tmp
VJ-00519,2026-04-01,Sucursal Norte,monterrey ,Centro,NINTENDO,Fortnite,estrategia ,0,2,,MEDIA,sin comentario,INT-7494,usuario_tmp
VJ-00569,2026-01-19,Sucursal Centro,GUADALAJARA,Norte,NINTENDO,Zelda,Estrategia,,1,Efectivo,alta ,revisar captura,INT-9358,admin
VJ-00369,2026-03-20,Sucursal Norte,Monterrey, centro ,xbox,Call of Duty,Accion,,1,Transferencia,Baja ,,INT-9006,admin
VJ-00116,2026-01-27,Sucursal Sur,Monterrey,norte , playstation ,Zelda,Deportes,1799,1,efectivo ,,revisar captura,INT-4184,capturista1
VJ-00075,2026-01-31,sucursal centro ,Monterrey, centro , playstation ,Pokemon,ACCION,,1,Efectivo,MEDIA,cliente frecuente,INT-3528,capturista1
VJ-00169,2026-03-29,sucursal norte,CIUDAD DE MÉXICO,Norte,Xbox,Minecraft,estrategia ,1199,2,Transferencia,alta ,revisar captura,INT-3399,capturista1
VJ-00291,2026-01-19,Sucursal Norte,Monterrey,occidente,,Mario Kart,DEPORTES,999,, transferencia ,alta ,sin comentario,INT-7615,admin
VJ-00059,2026-02-10,Sucursal Norte,Monterrey,norte ,xbox,Mario Kart, aventura ,,1,Tarjeta,baja,revisar captura,INT-2822,admin
VJ-00216,2026-03-24,sucursal centro ,Guadalajara,Centro,xbox,God of War, aventura ,0,1,efectivo ,Media,sin comentario,INT-3964,capturista1
VJ-00661,2026-03-13,SUCURSAL CENTRO,Monterrey,Centro,PC,Pokemon,DEPORTES,0,,Efectivo,,promoción,INT-4461,capturista1
VJ-00482,2026-05-19,Sucursal Sur,Monterrey, centro ,xbox,Fortnite,Acción,1799,, transferencia ,Baja ,cliente frecuente,INT-3811,admin
VJ-00208,2026-01-24,SUCURSAL CENTRO,CIUDAD DE MÉXICO,,PlayStation,Mario Kart,ACCION,,2,Transferencia,Alta,,INT-6852,capturista1
VJ-00255,2026-03-05,sucursal norte,CIUDAD DE MÉXICO, centro ,PLAYSTATION,Minecraft,Estrategia,1799,3,efectivo ,,,INT-1442,usuario_tmp
VJ-00020,2026-01-22,SUCURSAL CENTRO,CIUDAD DE MÉXICO,CENTRO, XBOX ,Halo,Aventura,999,3,Efectivo,muy alta,cliente frecuente,INT-9804,capturista1
VJ-00415,2026-04-19,Sucursal Sur,ciudad de mexico, centro ,Xbox,Fortnite,estrategia ,1499,2,,Baja ,revisar captura,INT-8528,admin
VJ-00122,2026-02-02,sucursal centro ,ciudad de mexico, centro ,NINTENDO,God of War,DEPORTES,0,1, transferencia ,muy alta,,INT-8920,capturista1
VJ-00540,2026-04-17,sucursal centro ,CDMX,,Nintendo,Spider-Man,Deportes,999,1,TARJETA,MEDIA,revisar captura,INT-1917,usuario_tmp
VJ-00377,2026-02-10,sucursal norte,GUADALAJARA,Centro,Xbox,Mario Kart,Deportes,,1, transferencia ,,revisar captura,INT-2734,capturista2
VJ-00529,2026-04-13,Sucursal Norte,CDMX,Norte,NINTENDO,FIFA,Accion,1499,1,Transferencia,alta ,,INT-3305,capturista1
VJ-00190,2026-04-04,sucursal centro ,CIUDAD DE MÉXICO,norte ,PC,Call of Duty,ACCION,799,1,,Alta,revisar captura,INT-6776,usuario_tmp
VJ-00146,2026-03-11,sucursal norte,GUADALAJARA,Occidente,PC,Call of Duty,DEPORTES,599,1,Tarjeta,Baja ,promoción,INT-7750,capturista2
VJ-00262,2026-05-04,Sucursal Centro,CIUDAD DE MÉXICO,occidente,PC,God of War,Acción,599,,TARJETA,muy alta,promoción,INT-8295,capturista2
VJ-00679,2026-05-26,sucursal norte,CIUDAD DE MÉXICO,CENTRO,xbox,Zelda,ACCION,1799,1,Tarjeta,alta ,promoción,INT-6250,usuario_tmp
VJ-00543,2026-05-12,Sucursal Sur,Monterrey,Centro,PLAYSTATION,Halo,Deportes,,4,Efectivo,baja,sin comentario,INT-7543,capturista2
VJ-00596,2026-06-09,Sucursal Centro,Monterrey,norte ,NINTENDO,FIFA,Estrategia,599,1,Transferencia,Baja ,revisar captura,INT-2620,capturista1
VJ-00326,2026-06-15,Sucursal Norte, Ciudad de México ,CENTRO,Xbox,Pokemon,Estrategia,0,,tarjeta,,revisar captura,INT-4261,usuario_tmp
VJ-00354,2026-02-01,sucursal centro ,Monterrey,Occidente,xbox,Halo,DEPORTES,799,1,TARJETA,MEDIA,cliente frecuente,INT-1718,capturista1
VJ-00348,2026-05-30,Sucursal Norte, Ciudad de México ,CENTRO,PC,FIFA,Acción,999,,efectivo ,Muy Alta,,INT-8211,usuario_tmp
VJ-00005,2026-01-09,Sucursal Norte,CIUDAD DE MÉXICO,Occidente,NINTENDO,Spider-Man,Acción,999,,tarjeta,alta ,revisar captura,INT-5240,usuario_tmp
VJ-00346,2026-05-09,Sucursal Norte,Monterrey, centro ,NINTENDO,Fortnite,Accion,0,1,TARJETA,Media,sin comentario,INT-9012,capturista2
VJ-00043,2026-05-07,Sucursal Sur,Monterrey,CENTRO,xbox,Pokemon,Acción,799,4,tarjeta,Muy Alta,cliente frecuente,INT-3943,capturista2
VJ-00600,2026-01-10,sucursal norte,Guadalajara,occidente,Nintendo,Mario Kart,DEPORTES,1799,4,Tarjeta,,cliente frecuente,INT-3745,capturista2
VJ-00065,2026-04-28,Sucursal Norte,ciudad de mexico,Norte, playstation ,Halo, aventura ,599,, transferencia ,,sin comentario,INT-7496,usuario_tmp
VJ-00168,2026-03-25,SUCURSAL CENTRO,CIUDAD DE MÉXICO,, XBOX ,Mario Kart,ACCION,599,2,tarjeta,alta ,cliente frecuente,INT-6207,usuario_tmp
VJ-00499,2026-02-05,sucursal centro ,Monterrey,CENTRO,Xbox,Zelda, aventura ,799,3,tarjeta,muy alta,cliente frecuente,INT-8903,capturista2
VJ-00297,2026-01-15,SUCURSAL CENTRO,CIUDAD DE MÉXICO,Centro, playstation ,Halo, aventura ,999,2,TARJETA,,cliente frecuente,INT-8252,usuario_tmp
VJ-00367,2026-01-21,SUCURSAL CENTRO,CIUDAD DE MÉXICO, centro ,PlayStation,Fortnite,Aventura,799,1,,alta ,,INT-8570,admin
VJ-00066,2026-04-05,SUCURSAL CENTRO,CIUDAD DE MÉXICO,norte ,xbox,Call of Duty, aventura ,1199,,TARJETA,MEDIA,promoción,INT-6058,usuario_tmp
VJ-00072,2026-03-28,Sucursal Centro,ciudad de mexico,Centro,PLAYSTATION,Pokemon,Estrategia,1799,2,,Baja ,revisar captura,INT-3838,capturista1
VJ-00312,2026-06-04,Sucursal Sur,CDMX, centro ,NINTENDO,Fortnite,Estrategia,1799,,,alta ,promoción,INT-9866,capturista2
VJ-00089,2026-04-23,Sucursal Sur,CIUDAD DE MÉXICO,norte , XBOX ,Pokemon,DEPORTES,,1,,Baja ,sin comentario,INT-9712,admin
VJ-00426,2026-03-25,SUCURSAL CENTRO, Ciudad de México ,norte , nintendo ,Call of Duty,Acción,1799,1,tarjeta,,sin comentario,INT-6772,admin
VJ-00391,2026-01-20,Sucursal Norte,Guadalajara,Norte,PC,Spider-Man,Acción,1199,,TARJETA,Muy Alta,,INT-7409,admin
VJ-00079,2026-02-22,Sucursal Norte,GUADALAJARA, centro ,xbox,Zelda,DEPORTES,1499,,Tarjeta,muy alta,,INT-2189,admin
VJ-00401,2026-06-11,Sucursal Centro,monterrey ,CENTRO,Xbox,Fortnite, aventura ,1199,3,Efectivo,Muy Alta,cliente frecuente,INT-1433,capturista2
VJ-00265,2026-06-30,SUCURSAL CENTRO,ciudad de mexico,,NINTENDO,Fortnite,Estrategia,0,2,,alta ,,INT-7477,capturista1
VJ-00579,2026-04-11,Sucursal Sur,Monterrey,occidente,Xbox,Fortnite,Deportes,1499,2, transferencia ,,cliente frecuente,INT-6768,admin
VJ-00310,2026-05-12,sucursal norte,Guadalajara,Norte,Xbox,FIFA,DEPORTES,1499,1,TARJETA,,cliente frecuente,INT-5378,usuario_tmp
VJ-00012,2026-05-24,sucursal norte,Guadalajara,Norte,PLAYSTATION,Mario Kart,DEPORTES,1199,2,TARJETA,Alta,promoción,INT-2741,capturista2
VJ-00444,2026-02-16,sucursal norte,Monterrey,CENTRO, nintendo ,Halo,DEPORTES,,1, transferencia ,alta ,sin comentario,INT-5918,capturista1
VJ-00583,2026-02-26,sucursal centro ,GUADALAJARA,occidente,NINTENDO,Fortnite,Deportes,1499,4,efectivo ,Media,sin comentario,INT-7098,usuario_tmp
VJ-00064,2026-05-18,Sucursal Sur,CDMX,norte ,Nintendo,Fortnite,Accion,799,1,tarjeta,Muy Alta,promoción,INT-5559,capturista1
VJ-00276,2026-06-27,sucursal centro ,CDMX,Centro,PLAYSTATION,Call of Duty,ACCION,1199,1,TARJETA,,,INT-3312,capturista1
VJ-00550,2026-03-04,sucursal norte,GUADALAJARA,occidente,xbox,Zelda,Accion,,1,efectivo ,Alta,,INT-5107,capturista1
VJ-00414,2026-01-30,SUCURSAL CENTRO,ciudad de mexico,Centro, XBOX ,Halo,Acción,1199,1,Efectivo,alta ,sin comentario,INT-2948,capturista2
VJ-00001,2026-01-31,sucursal norte,Monterrey,occidente,NINTENDO,Pokemon,Estrategia,1799,1,,alta ,sin comentario,INT-8367,admin
VJ-00175,2026-03-08,SUCURSAL CENTRO,Monterrey,Centro,Xbox,Mario Kart, aventura ,1499,2,efectivo ,Media,cliente frecuente,INT-1948,admin
VJ-00124,2026-03-06,Sucursal Sur,CDMX,occidente,PC,Fortnite,Acción,,2,tarjeta,muy alta,cliente frecuente,INT-5870,admin
VJ-00094,2026-06-05,Sucursal Centro, Ciudad de México ,norte , XBOX ,Minecraft,DEPORTES,1799,4,efectivo ,Baja ,cliente frecuente,INT-5052,capturista1
